"","Time","Latitude","Longitud","Wind","Pressure","CO2","Population"
"48616",1800,19.5,-93.7,30,1000,35505.827,7295290880
"48617",0,19.5,-93.3,30,1000,35505.827,7295290880
"48618",600,19.5,-92.9,30,1001,35505.827,7295290880
"48619",1200,19.4,-92.4,30,1002,35505.827,7295290880
"48620",1800,19.3,-91.9,30,1003,35505.827,7295290880
"48621",0,19.2,-91.3,25,1004,35505.827,7295290880
"48622",600,18.9,-90.8,20,1005,35505.827,7295290880
"48623",1200,18.6,-90.5,20,1006,35505.827,7295290880
"48624",1800,18.2,-90,20,1007,35505.827,7295290880
"48625",0,17.9,-89.4,20,1008,35505.827,7295290880
"48626",600,18.1,-88.5,20,1008,35505.827,7295290880
"48627",1200,18.4,-87.7,20,1008,35505.827,7295290880
"48628",1800,18.8,-87,20,1008,35505.827,7295290880
"48629",0,19,-86.2,20,1008,35505.827,7295290880
"48630",600,18.8,-85.3,20,1008,35505.827,7295290880
"48631",1200,18.3,-84.5,25,1008,35505.827,7295290880
"48632",1800,17.7,-83.7,25,1008,35505.827,7295290880
"48633",0,17.1,-82.9,25,1007,35505.827,7295290880
"48634",600,16.5,-82.2,25,1007,35505.827,7295290880
"48635",1200,16,-81.8,30,1006,35505.827,7295290880
"48636",1800,15.5,-81.8,30,1006,35505.827,7295290880
"48637",0,15.1,-82,30,1006,35505.827,7295290880
"48638",600,15,-82.4,35,1005,35505.827,7295290880
"48639",1200,14.9,-83,35,1005,35505.827,7295290880
"48640",1600,14.9,-83.3,35,1005,35505.827,7295290880
"48641",1800,14.9,-83.5,30,1006,35505.827,7295290880
"48642",0,15,-84.3,30,1007,35505.827,7295290880
"48643",600,15.4,-85.2,25,1008,35505.827,7295290880
"48644",1200,15.9,-85.9,20,1009,35505.827,7295290880
"48645",1800,16.5,-86.7,20,1010,35505.827,7295290880
"48646",0,16.8,-87.6,20,1010,35505.827,7295290880
"48647",600,16.9,-88.6,20,1011,35505.827,7295290880
"48648",1200,16.9,-89.6,20,1011,35505.827,7295290880
"48649",1800,16.8,-90.5,15,1012,35505.827,7295290880
"48650",600,26.8,-79.2,25,1016,35462.747,7379796992
"48651",1200,28.2,-78.5,25,1015,35462.747,7379796992
"48652",1800,29.7,-77.8,25,1014,35462.747,7379796992
"48653",0,30.8,-77.5,30,1012,35462.747,7379796992
"48654",600,30.7,-77.8,35,1010,35462.747,7379796992
"48655",1200,30.6,-77.5,40,1008,35462.747,7379796992
"48656",1800,31.2,-77.5,40,1005,35462.747,7379796992
"48657",0,31.4,-77.6,40,1003,35462.747,7379796992
"48658",600,31.5,-77.6,40,1002,35462.747,7379796992
"48659",1200,31.5,-77.5,40,1000,35462.747,7379796992
"48660",1800,31.6,-77.4,45,999,35462.747,7379796992
"48661",0,31.9,-77.3,50,998,35462.747,7379796992
"48662",600,32.2,-77.5,50,998,35462.747,7379796992
"48663",1200,32.5,-77.8,50,1001,35462.747,7379796992
"48664",1800,32.7,-78,45,1001,35462.747,7379796992
"48665",0,33.1,-78.3,45,1001,35462.747,7379796992
"48666",600,33.5,-78.6,40,1002,35462.747,7379796992
"48667",1000,33.8,-78.8,40,1002,35462.747,7379796992
"48668",1200,33.9,-78.8,35,1002,35462.747,7379796992
"48669",1800,34.3,-78.7,30,1006,35462.747,7379796992
"48670",0,34.7,-78.5,30,1009,35462.747,7379796992
"48671",600,35.5,-78,30,1010,35462.747,7379796992
"48672",1200,36.2,-77.3,30,1012,35462.747,7379796992
"48673",1800,37,-76.3,30,1012,35462.747,7379796992
"48674",0,38.1,-75.1,30,1012,35462.747,7379796992
"48675",600,39.3,-73.1,25,1011,35462.747,7379796992
"48676",1200,40.8,-70.7,25,1009,35462.747,7379796992
"48677",1800,43,-67,25,1005,35462.747,7379796992
"48678",0,27,-94.3,45,1005,35462.747,7379796992
"48679",600,27.6,-95.2,45,1001,35462.747,7379796992
"48680",1200,28,-96,50,997,35462.747,7379796992
"48681",1645,28.2,-96.7,50,997,35462.747,7379796992
"48682",1800,28.2,-96.7,50,997,35462.747,7379796992
"48683",0,29.1,-96.9,40,998,35462.747,7379796992
"48684",600,30.3,-97.1,30,999,35462.747,7379796992
"48685",1200,31.7,-97.4,30,999,35462.747,7379796992
"48686",1800,32.6,-97.5,25,999,35462.747,7379796992
"48687",0,33.5,-97.3,25,1000,35462.747,7379796992
"48688",600,34.2,-96.9,25,1002,35462.747,7379796992
"48689",1200,34.8,-96.3,20,1003,35462.747,7379796992
"48690",1800,35.2,-95.5,15,1004,35462.747,7379796992
"48691",0,35.6,-94.5,15,1005,35462.747,7379796992
"48692",600,35.9,-93.5,15,1006,35462.747,7379796992
"48693",1200,36.3,-92.3,15,1006,35462.747,7379796992
"48694",1800,36.9,-90.9,20,1005,35462.747,7379796992
"48695",0,37.4,-89.4,20,1004,35462.747,7379796992
"48696",600,37.8,-87.8,15,1002,35462.747,7379796992
"48697",1200,38.2,-85.8,15,1001,35462.747,7379796992
"48698",1800,38.5,-83.7,15,1003,35462.747,7379796992
"48699",0,38.9,-81.3,15,1006,35462.747,7379796992
"48700",0,35.4,-75.4,25,1010,35462.747,7379796992
"48701",600,35.3,-74.6,25,1010,35462.747,7379796992
"48702",1200,35.2,-73.6,25,1010,35462.747,7379796992
"48703",1800,35.3,-72.8,25,1010,35462.747,7379796992
"48704",0,35.5,-72.2,25,1010,35462.747,7379796992
"48705",600,36,-71.1,30,1008,35462.747,7379796992
"48706",1200,36.8,-69.4,40,1005,35462.747,7379796992
"48707",1800,37.6,-67.5,45,1003,35462.747,7379796992
"48708",0,38.4,-65.7,45,1004,35462.747,7379796992
"48709",600,39.4,-64.1,45,1004,35462.747,7379796992
"48710",1200,40.7,-62,45,1004,35462.747,7379796992
"48711",1800,42,-60,40,1004,35462.747,7379796992
"48712",0,43.5,-58.2,35,1004,35462.747,7379796992
"48713",600,45,-56.9,30,1004,35462.747,7379796992
"48714",1200,46,-55.9,30,1004,35462.747,7379796992
"48715",0,9.5,-29.3,25,1011,35462.747,7379796992
"48716",600,9.6,-30.4,25,1011,35462.747,7379796992
"48717",1200,9.7,-31.5,25,1011,35462.747,7379796992
"48718",1800,10,-32.6,25,1010,35462.747,7379796992
"48719",0,10.3,-33.7,25,1010,35462.747,7379796992
"48720",600,10.4,-34.8,30,1009,35462.747,7379796992
"48721",1200,10.5,-35.9,35,1008,35462.747,7379796992
"48722",1800,10.7,-37.1,40,1006,35462.747,7379796992
"48723",0,10.9,-38.4,45,1005,35462.747,7379796992
"48724",600,11,-39.5,45,1003,35462.747,7379796992
"48725",1200,11.2,-40.6,45,1002,35462.747,7379796992
"48726",1800,11.5,-41.5,50,1001,35462.747,7379796992
"48727",0,11.7,-42.5,55,1000,35462.747,7379796992
"48728",600,11.9,-43.5,60,998,35462.747,7379796992
"48729",1200,12.3,-44.4,65,995,35462.747,7379796992
"48730",1800,12.8,-45.3,75,990,35462.747,7379796992
"48731",0,13.2,-46.2,85,981,35462.747,7379796992
"48732",600,13.5,-47,95,973,35462.747,7379796992
"48733",1200,13.8,-47.8,110,960,35462.747,7379796992
"48734",1800,14.3,-48.6,105,966,35462.747,7379796992
"48735",0,14.7,-49.4,95,973,35462.747,7379796992
"48736",600,15,-50.3,85,980,35462.747,7379796992
"48737",1200,15.3,-51.4,75,985,35462.747,7379796992
"48738",1800,15.5,-52.7,65,990,35462.747,7379796992
"48739",0,15.6,-54,55,999,35462.747,7379796992
"48740",600,15.7,-55.3,50,1001,35462.747,7379796992
"48741",1200,15.7,-56.7,45,1002,35462.747,7379796992
"48742",1800,15.6,-58.2,40,1004,35462.747,7379796992
"48743",0,15.6,-59.3,40,1007,35462.747,7379796992
"48744",600,15.8,-60.4,35,1008,35462.747,7379796992
"48745",1200,15.8,-61.3,30,1009,35462.747,7379796992
"48746",1800,14.3,-45.1,40,1003,35462.747,7379796992
"48747",0,14.4,-46.9,40,1003,35462.747,7379796992
"48748",600,14.7,-48.6,40,1003,35462.747,7379796992
"48749",1200,15,-50.2,40,1003,35462.747,7379796992
"48750",1800,15.3,-51.9,35,1004,35462.747,7379796992
"48751",0,15.7,-53.6,35,1006,35462.747,7379796992
"48752",600,15.9,-55.2,35,1005,35462.747,7379796992
"48753",1200,16.2,-56.8,40,1005,35462.747,7379796992
"48754",1800,16.4,-58.2,40,1005,35462.747,7379796992
"48755",0,16.6,-59.5,40,1006,35462.747,7379796992
"48756",600,16.5,-60.8,45,1001,35462.747,7379796992
"48757",1200,16.5,-62.2,45,1004,35462.747,7379796992
"48758",1800,16.6,-63.6,45,1006,35462.747,7379796992
"48759",0,17.2,-65.1,45,1006,35462.747,7379796992
"48760",600,17.5,-66.8,45,1006,35462.747,7379796992
"48761",1200,17.6,-68.6,45,1008,35462.747,7379796992
"48762",0,11.6,-17.5,30,1007,35462.747,7379796992
"48763",600,12.2,-18.4,35,1005,35462.747,7379796992
"48764",1200,13.1,-19.5,45,1004,35462.747,7379796992
"48765",1800,14,-20.7,55,998,35462.747,7379796992
"48766",0,14.6,-21.7,65,992,35462.747,7379796992
"48767",600,15.3,-22.5,70,989,35462.747,7379796992
"48768",1200,16.1,-23.3,75,986,35462.747,7379796992
"48769",1800,16.8,-24.1,70,988,35462.747,7379796992
"48770",0,17.4,-24.9,65,991,35462.747,7379796992
"48771",600,17.8,-25.7,60,994,35462.747,7379796992
"48772",1200,18.2,-26.7,50,1000,35462.747,7379796992
"48773",1800,18.7,-27.6,45,1003,35462.747,7379796992
"48774",0,19.1,-28.7,45,1003,35462.747,7379796992
"48775",600,19.3,-29.7,40,1004,35462.747,7379796992
"48776",1200,19.6,-30.5,40,1005,35462.747,7379796992
"48777",1800,20,-31.4,35,1006,35462.747,7379796992
"48778",0,20.4,-32.2,35,1006,35462.747,7379796992
"48779",600,20.7,-32.9,40,1005,35462.747,7379796992
"48780",1200,21.3,-33.7,40,1005,35462.747,7379796992
"48781",1800,21.8,-34.9,35,1005,35462.747,7379796992
"48782",0,21.9,-36,35,1005,35462.747,7379796992
"48783",600,22,-36.9,35,1005,35462.747,7379796992
"48784",1200,22.2,-37.9,30,1005,35462.747,7379796992
"48785",1800,22.4,-38.7,30,1006,35462.747,7379796992
"48786",0,22.7,-39.6,35,1006,35462.747,7379796992
"48787",600,23,-40.6,35,1007,35462.747,7379796992
"48788",1200,23.3,-41.5,30,1008,35462.747,7379796992
"48789",1800,23.5,-42.2,30,1008,35462.747,7379796992
"48790",0,23.8,-42.9,30,1009,35462.747,7379796992
"48791",600,24.5,-43.3,30,1010,35462.747,7379796992
"48792",1200,25.3,-43.2,25,1010,35462.747,7379796992
"48793",600,12,-23.1,25,1010,35462.747,7379796992
"48794",1200,12.2,-24.4,30,1008,35462.747,7379796992
"48795",1800,12.3,-25.7,35,1007,35462.747,7379796992
"48796",0,12.4,-26.9,40,1005,35462.747,7379796992
"48797",600,12.5,-28,45,1002,35462.747,7379796992
"48798",1200,12.7,-29.2,50,1000,35462.747,7379796992
"48799",1800,12.9,-30.5,45,1002,35462.747,7379796992
"48800",0,13.2,-31.9,45,1002,35462.747,7379796992
"48801",600,13.5,-33.4,45,1002,35462.747,7379796992
"48802",1200,13.7,-35,40,1004,35462.747,7379796992
"48803",1800,13.8,-36.7,40,1004,35462.747,7379796992
"48804",0,13.9,-38.4,35,1005,35462.747,7379796992
"48805",600,14,-40.1,35,1005,35462.747,7379796992
"48806",1200,14,-41.8,30,1006,35462.747,7379796992
"48807",1800,14,-43.4,30,1006,35462.747,7379796992
"48808",0,14,-44.9,25,1006,35462.747,7379796992
"48809",600,14,-46.4,25,1006,35462.747,7379796992
"48810",600,31.1,-62.2,20,1014,35462.747,7379796992
"48811",1200,30.9,-61.9,25,1012,35462.747,7379796992
"48812",1800,30.8,-61.6,30,1011,35462.747,7379796992
"48813",0,30.8,-61.4,35,1009,35462.747,7379796992
"48814",600,30.8,-61.2,35,1007,35462.747,7379796992
"48815",1200,30.8,-61,40,1005,35462.747,7379796992
"48816",1800,30.9,-60.8,45,1003,35462.747,7379796992
"48817",0,31.2,-60.8,45,1003,35462.747,7379796992
"48818",600,31.6,-60.9,45,1005,35462.747,7379796992
"48819",1200,32.2,-60.9,40,1006,35462.747,7379796992
"48820",1800,33.2,-60.9,40,1007,35462.747,7379796992
"48821",0,34.3,-60.7,40,1009,35462.747,7379796992
"48822",600,35.7,-60.3,40,1010,35462.747,7379796992
"48823",0,11.5,-40.3,20,1011,35462.747,7379796992
"48824",600,11.7,-41.1,20,1011,35462.747,7379796992
"48825",1200,11.9,-41.9,20,1011,35462.747,7379796992
"48826",1800,12.5,-42.4,20,1011,35462.747,7379796992
"48827",0,13.3,-42.7,25,1010,35462.747,7379796992
"48828",600,14,-43.1,25,1009,35462.747,7379796992
"48829",1200,14.5,-43.7,25,1009,35462.747,7379796992
"48830",1800,15,-44.4,25,1009,35462.747,7379796992
"48831",0,15.3,-44.8,25,1008,35462.747,7379796992
"48832",600,15.6,-45,30,1006,35462.747,7379796992
"48833",1200,15.9,-45.1,30,1006,35462.747,7379796992
"48834",1800,16.3,-45.1,25,1007,35462.747,7379796992
"48835",0,16.8,-45.2,25,1007,35462.747,7379796992
"48836",600,17.3,-45.8,25,1007,35462.747,7379796992
"48837",1200,17.6,-46.6,25,1007,35462.747,7379796992
"48838",1800,17.9,-47.3,25,1007,35462.747,7379796992
"48839",0,18.1,-48.1,25,1008,35462.747,7379796992
"48840",600,18.3,-48.8,25,1009,35462.747,7379796992
"48841",1200,18.5,-49.4,25,1009,35462.747,7379796992
"48842",1200,9.4,-24.2,25,1010,35462.747,7379796992
"48843",1800,9.7,-25.5,25,1010,35462.747,7379796992
"48844",0,10.1,-26.6,25,1010,35462.747,7379796992
"48845",600,10.4,-27.6,25,1010,35462.747,7379796992
"48846",1200,10.7,-28.6,25,1010,35462.747,7379796992
"48847",1800,11,-29.6,25,1009,35462.747,7379796992
"48848",0,11.3,-30.7,25,1009,35462.747,7379796992
"48849",600,11.6,-31.8,25,1008,35462.747,7379796992
"48850",1200,12,-32.9,25,1008,35462.747,7379796992
"48851",1800,12.3,-33.9,25,1008,35462.747,7379796992
"48852",0,12.6,-34.9,25,1008,35462.747,7379796992
"48853",600,12.9,-35.7,25,1007,35462.747,7379796992
"48854",1200,13.2,-36.4,25,1007,35462.747,7379796992
"48855",1800,13.4,-37,30,1006,35462.747,7379796992
"48856",0,13.7,-37.6,35,1005,35462.747,7379796992
"48857",600,14.1,-38.4,35,1005,35462.747,7379796992
"48858",1200,14.6,-39.4,35,1005,35462.747,7379796992
"48859",1800,15.1,-40.6,35,1005,35462.747,7379796992
"48860",0,15.6,-41.9,40,1004,35462.747,7379796992
"48861",600,16.2,-43.1,40,1004,35462.747,7379796992
"48862",1200,16.9,-44.4,40,1004,35462.747,7379796992
"48863",1800,17.8,-45.6,40,1003,35462.747,7379796992
"48864",0,18.8,-46.5,40,1003,35462.747,7379796992
"48865",600,19.7,-47.3,45,1002,35462.747,7379796992
"48866",1200,20.5,-48.1,45,1001,35462.747,7379796992
"48867",1800,20.9,-48.7,45,1001,35462.747,7379796992
"48868",0,21.3,-48.9,40,1002,35462.747,7379796992
"48869",600,21.4,-48.5,40,1002,35462.747,7379796992
"48870",1200,21.4,-47.9,40,1002,35462.747,7379796992
"48871",1800,21.1,-47.4,40,1003,35462.747,7379796992
"48872",0,20.9,-47.2,35,1004,35462.747,7379796992
"48873",600,20.6,-47.2,35,1004,35462.747,7379796992
"48874",1200,20.3,-47.2,35,1004,35462.747,7379796992
"48875",1800,19.9,-46.9,35,1004,35462.747,7379796992
"48876",0,19.7,-46.4,35,1004,35462.747,7379796992
"48877",600,19.7,-45.7,30,1005,35462.747,7379796992
"48878",1200,20,-45.2,30,1005,35462.747,7379796992
"48879",1800,20.5,-45,30,1005,35462.747,7379796992
"48880",0,21,-45,30,1006,35462.747,7379796992
"48881",600,21.4,-45,30,1006,35462.747,7379796992
"48882",1200,21.8,-45.1,30,1006,35462.747,7379796992
"48883",1800,22.2,-45.2,30,1006,35462.747,7379796992
"48884",0,22.6,-45.5,30,1006,35462.747,7379796992
"48885",600,23.1,-45.8,30,1006,35462.747,7379796992
"48886",1200,23.6,-46.2,30,1006,35462.747,7379796992
"48887",1800,24,-46.7,30,1006,35462.747,7379796992
"48888",0,24.3,-47.2,30,1006,35462.747,7379796992
"48889",600,24.5,-47.7,25,1007,35462.747,7379796992
"48890",1200,24.6,-48.1,25,1007,35462.747,7379796992
"48891",1800,24.5,-48.7,25,1007,35462.747,7379796992
"48892",0,24.1,-49.3,20,1008,35462.747,7379796992
"48893",1800,26.8,-68.7,20,1011,35462.747,7379796992
"48894",0,26.9,-68.6,20,1011,35462.747,7379796992
"48895",600,27,-68.5,20,1010,35462.747,7379796992
"48896",1200,27.1,-68.6,25,1009,35462.747,7379796992
"48897",1800,27.2,-68.8,30,1007,35462.747,7379796992
"48898",0,27.4,-69,30,1007,35462.747,7379796992
"48899",600,27.6,-69.3,30,1007,35462.747,7379796992
"48900",1200,27.7,-69.7,30,1006,35462.747,7379796992
"48901",1800,27.4,-70,30,1003,35462.747,7379796992
"48902",0,26.9,-70.1,35,1002,35462.747,7379796992
"48903",600,26.5,-70.3,35,1002,35462.747,7379796992
"48904",1200,26.2,-70.5,45,999,35462.747,7379796992
"48905",1800,26,-70.8,55,992,35462.747,7379796992
"48906",0,25.8,-71.3,60,985,35462.747,7379796992
"48907",600,25.4,-71.8,65,978,35462.747,7379796992
"48908",1200,24.9,-72.2,70,971,35462.747,7379796992
"48909",1800,24.4,-72.5,80,961,35462.747,7379796992
"48910",0,23.9,-72.9,100,951,35462.747,7379796992
"48911",600,23.5,-73.3,110,947,35462.747,7379796992
"48912",1200,23.1,-73.7,115,942,35462.747,7379796992
"48913",1800,23,-74.2,115,936,35462.747,7379796992
"48914",0,22.9,-74.4,120,931,35462.747,7379796992
"48915",600,23,-74.7,120,935,35462.747,7379796992
"48916",1200,23.4,-74.8,115,937,35462.747,7379796992
"48917",1600,23.6,-74.8,110,940,35462.747,7379796992
"48918",1800,23.8,-74.7,110,941,35462.747,7379796992
"48919",2100,24.1,-74.5,110,942,35462.747,7379796992
"48920",0,24.3,-74.3,115,943,35462.747,7379796992
"48921",600,24.8,-73.6,120,945,35462.747,7379796992
"48922",1200,25.4,-72.6,135,934,35462.747,7379796992
"48923",1800,26.3,-71,130,934,35462.747,7379796992
"48924",0,27.4,-69.5,115,941,35462.747,7379796992
"48925",600,28.9,-68.3,105,949,35462.747,7379796992
"48926",1200,30.4,-67.2,95,956,35462.747,7379796992
"48927",1800,31.6,-66.5,85,958,35462.747,7379796992
"48928",0,32.6,-66,75,961,35462.747,7379796992
"48929",600,33.6,-65.6,75,964,35462.747,7379796992
"48930",1200,34.4,-65.2,75,964,35462.747,7379796992
"48931",1800,35.3,-64.5,75,964,35462.747,7379796992
"48932",0,36.2,-63.6,75,967,35462.747,7379796992
"48933",600,37,-62.3,75,970,35462.747,7379796992
"48934",1200,37.9,-60.4,70,974,35462.747,7379796992
"48935",1800,38.8,-58,70,974,35462.747,7379796992
"48936",0,39.6,-54.9,70,974,35462.747,7379796992
"48937",600,40.3,-51.5,65,977,35462.747,7379796992
"48938",1200,41,-47.5,60,977,35462.747,7379796992
"48939",1800,41.5,-43.3,60,977,35462.747,7379796992
"48940",0,41.9,-39.1,55,977,35462.747,7379796992
"48941",600,42.4,-35,50,977,35462.747,7379796992
"48942",1200,43,-31,45,980,35462.747,7379796992
"48943",1800,43.5,-27.3,45,984,35462.747,7379796992
"48944",0,43.9,-24.1,45,987,35462.747,7379796992
"48945",600,44.1,-21.9,45,988,35462.747,7379796992
"48946",1200,44.2,-19.9,45,988,35462.747,7379796992
"48947",1800,44.1,-18.2,40,989,35462.747,7379796992
"48948",0,43.8,-16.4,35,992,35462.747,7379796992
"48949",600,43.4,-15,35,993,35462.747,7379796992
"48950",1200,43.1,-13.9,35,996,35462.747,7379796992
"48951",1800,42.8,-12.9,30,998,35462.747,7379796992
"48952",0,42.5,-12,30,999,35462.747,7379796992
"48953",600,42.2,-11.3,30,1000,35462.747,7379796992
"48954",1200,41.8,-10.8,35,1001,35462.747,7379796992
"48955",1800,41.2,-10.5,35,1001,35462.747,7379796992
"48956",0,40.4,-10.2,35,1002,35462.747,7379796992
"48957",1800,22.2,-71.5,30,1010,35462.747,7379796992
"48958",0,22.8,-72.6,30,1010,35462.747,7379796992
"48959",600,23.4,-73.7,35,1010,35462.747,7379796992
"48960",1200,24.1,-74.8,40,1008,35462.747,7379796992
"48961",1800,25,-75.7,45,1008,35462.747,7379796992
"48962",0,26.4,-76.2,50,1006,35462.747,7379796992
"48963",600,28,-76.2,55,1003,35462.747,7379796992
"48964",1200,29.5,-75.4,60,998,35462.747,7379796992
"48965",1800,31.2,-74,60,993,35462.747,7379796992
"48966",0,33.1,-71.3,65,990,35462.747,7379796992
"48967",600,35.2,-67.6,70,985,35462.747,7379796992
"48968",1200,36.2,-62.5,75,980,35462.747,7379796992
"48969",1800,37.6,-58.2,65,980,35462.747,7379796992
"48970",0,38.9,-55,65,980,35462.747,7379796992
"48971",600,40,-52,65,980,35462.747,7379796992
"48972",1200,41.3,-50.4,55,981,35462.747,7379796992
"48973",1800,41.9,-49.9,55,983,35462.747,7379796992
"48974",0,41.5,-49.2,50,985,35462.747,7379796992
"48975",600,40.8,-47.5,45,985,35462.747,7379796992
"48976",1200,40.7,-45.4,45,987,35462.747,7379796992
"50425",0,15.3,-145,130,952,8989.176,2979576064
"50630",1800,20.2,-107,50,987,9410.53,3034949888
"52010",1200,19.3,166,130,933,12431.009,3478769920
"52604",0,14.4,-102,25,1008,13063.45,3551599104
"52684",1200,13.5,-94.1,25,999,13846.427,3625680896
"52782",1800,18.8,-110,25,1006,13846.427,3625680896
"52794",1800,21.8,-110,45,997,13846.427,3625680896
"52813",1800,23,-111,45,993,13846.427,3625680896
"52963",1800,11.9,-101,70,991,14845.815,3700436992
"52975",1800,15.5,-116,35,1006,14845.815,3700436992
"52990",1800,16.8,-113,45,1009,14845.815,3700436992
"53110",1800,14,-116,65,988,14845.815,3700436992
"53114",1800,15.2,-120,65,978,14845.815,3700436992
"53118",1800,16.9,-124,85,963,14845.815,3700436992
"53126",1800,18,-132,50,994,14845.815,3700436992
"53176",1800,20.4,-111,50,992,14845.815,3700436992
"53224",1800,14.5,-109,90,979,14845.815,3700436992
"53228",1800,15.8,-115,90,976,14845.815,3700436992
"53232",1800,16.6,-120,95,972,14845.815,3700436992
"53236",1800,18,-124,95,980,14845.815,3700436992
"53251",1800,18.3,-116,45,1006,14845.815,3700436992
"53260",1800,15.1,-111,35,997,14845.815,3700436992
"53264",1800,18.1,-111,60,995,14845.815,3700436992
"53293",1800,15.7,-101,75,972,15409.718,3775759872
"53335",1800,16.1,-119,60,980,15409.718,3775759872
"53339",1800,17.7,-122,45,994,15409.718,3775759872
"53372",1800,12.3,-120,80,963,15409.718,3775759872
"53376",1800,12,-126,110,951,15409.718,3775759872
"53413",1800,14.9,-126,40,1009,15409.718,3775759872
"53428",1800,16.8,-116,60,991,15409.718,3775759872
"53432",1800,16.6,-121,40,1005,15409.718,3775759872
"53436",1800,16.4,-125,45,995,15409.718,3775759872
"53457",1800,18,-117,50,991,15409.718,3775759872
"53480",1800,12.5,-115,80,964,15409.718,3775759872
"53488",1800,14.4,-119,70,981,15409.718,3775759872
"53534",0,18.8,-112,65,978,15409.718,3775759872
"53541",1800,22,-117,45,988,15409.718,3775759872
"53636",1800,21.8,-115,35,1005,15409.718,3775759872
"53657",1800,19.5,-106,80,990,15409.718,3775759872
"53661",1800,22.1,-110,65,996,15409.718,3775759872
"53676",1800,13,-90.9,50,990,15409.718,3775759872
"53680",1800,13.6,-94.1,70,983,15409.718,3775759872
"53683",1200,13.6,-97.1,80,980,15409.718,3775759872
"53689",0,15.1,-104,80,974,15409.718,3775759872
"53696",1800,19.6,-109,100,948,15409.718,3775759872
"53701",0,19.9,-112,80,963,15409.718,3775759872
"53723",1800,13.1,-96.7,70,984,15409.718,3775759872
"53727",1800,14.6,-100,90,960,15409.718,3775759872
"53731",1800,16.7,-104,110,951,15409.718,3775759872
"53757",1800,9.7,-100,25,1009,15409.718,3775759872
"53778",1800,12.7,-107,45,997,16023.991,3851651072
"53790",1800,14.3,-107,45,1002,16023.991,3851651072
"53794",1800,16.2,-106,55,993,16023.991,3851651072
"53798",1800,18.4,-104,35,1008,16023.991,3851651072
"53807",1800,21.3,-113,45,996,16023.991,3851651072
"53811",1800,22.4,-117,35,996,16023.991,3851651072
"53850",1200,12.8,-150,115,944,16023.991,3851651072
"53851",1800,12.7,-151,100,940,16023.991,3851651072
"53852",0,12.6,-152,100,940,16023.991,3851651072
"53853",600,12.6,-153,100,940,16023.991,3851651072
"53854",1200,12.7,-155,100,940,16023.991,3851651072
"53859",1800,13.9,-159,90,960,16023.991,3851651072
"53960",1800,14.7,-114,85,950,16023.991,3851651072
"53964",1800,17.1,-119,85,948,16023.991,3851651072
"53968",1800,17.8,-125,90,964,16023.991,3851651072
"53977",0,19.8,-140,50,992,16023.991,3851651072
"54017",1800,18.2,-110,85,941,16023.991,3851651072
"54025",1800,22.5,-115,65,962,16023.991,3851651072
"54031",600,28.3,-119,50,999,16023.991,3851651072
"54034",0,29.4,-120,30,1006,16023.991,3851651072
"54046",1800,14,-105,80,984,16023.991,3851651072
"54050",1800,15.5,-110,110,972,16023.991,3851651072
"54058",1800,18.6,-120,85,962,16023.991,3851651072
"54066",1800,26.4,-125,60,990,16023.991,3851651072
"54070",1800,31.3,-120,40,1009,16023.991,3851651072
"54087",1800,17.5,-109,40,999,16023.991,3851651072
"54091",1800,17.8,-110,35,1001,16023.991,3851651072
"54095",1800,18.4,-111,35,1004,16023.991,3851651072
"54099",1800,18.8,-114,30,1007,16023.991,3851651072
"54133",1800,14.5,-112,65,980,16023.991,3851651072
"54141",1800,19,-116,80,971,16023.991,3851651072
"54150",0,27.4,-115,55,982,16023.991,3851651072
"54153",1800,29.9,-114,40,1004,16023.991,3851651072
"54184",1200,15.2,170,110,944,16023.991,3851651072
"54188",1200,16.3,165,100,983,16023.991,3851651072
"54212",0,12,-94.9,50,998,16893.361,3927781120
"54215",1800,12.4,-95.9,60,993,16893.361,3927781120
"54216",0,12.5,-96.7,70,994,16893.361,3927781120
"54219",1800,12.6,-98.7,75,982,16893.361,3927781120
"54223",1800,12.6,-102,95,946,16893.361,3927781120
"54227",1800,12.1,-107,130,915,16893.361,3927781120
"54231",1800,12.6,-113,140,928,16893.361,3927781120
"54235",1800,13.7,-119,100,946,16893.361,3927781120
"54239",1800,15.3,-125,65,972,16893.361,3927781120
"54243",1800,14.9,-129,45,997,16893.361,3927781120
"54269",1800,16,-99.8,55,999,16893.361,3927781120
"54282",1800,12.5,-116,100,973,16893.361,3927781120
"54286",1800,14,-121,120,972,16893.361,3927781120
"54290",1800,14.4,-125,80,968,16893.361,3927781120
"54294",1800,14.7,-129,65,969,16893.361,3927781120
"54345",1800,15.8,-103,100,982,16893.361,3927781120
"54349",1800,17,-107,110,972,16893.361,3927781120
"54354",0,17.5,-112,65,989,16893.361,3927781120
"54357",1800,17.8,-115,55,990,16893.361,3927781120
"54381",0,16.3,-104,55,995,16893.361,3927781120
"54388",1800,18.8,-110,60,1006,16893.361,3927781120
"54431",1800,17.5,-108,70,972,16893.361,3927781120
"54435",1800,19.9,-110,90,955,16893.361,3927781120
"54439",1800,23,-111,70,983,16893.361,3927781120
"54469",1800,13.6,-114,60,978,16893.361,3927781120
"54518",1800,17.1,-117,75,990,16893.361,3927781120
"54524",1200,15.3,-103,40,992,16923.579,4003793920
"54533",1200,12.1,-108,30,1004,16923.579,4003793920
"54534",1800,12.1,-109,30,1001,16923.579,4003793920
